TransactionID,Amount,Type,IsFraud
188,403.3,Credit,0
189,105.12,Credit,0
190,198.27,Credit,0
191,158.82,Online,0
192,74.23,Credit,0
193,14.86,Credit,0
194,11.88,Credit,0
195,8.43,Transfer,0
196,152.11,Debit,0
197,333.16,Credit,0
198,105.1,Credit,0
199,151.75,Credit,0
200,238.7,Online,0
201,155.21,Credit,0
202,88.04,Credit,0
203,49.77,Transfer,0
204,172.86,Debit,0
205,381.97,Debit,0
206,164.91,Credit,0
207,183.08,Debit,0
208,67.08,Credit,0
209,71.73,Debit,0
210,188.9,Credit,0
211,10.47,Debit,0
212,31.89,Credit,0
213,145.0,Online,0
214,29.94,Debit,0
215,174.08,Debit,0
216,117.15,Debit,0
217,6.27,Transfer,0
218,217.94,Debit,0
219,312.33,Online,0
220,300.72,Transfer,0
221,120.15,Transfer,0
222,17.38,Debit,0
223,144.15,Credit,0
224,214.12,Credit,0
225,460.05,Debit,0
226,74.75,Credit,0
227,458.76,Debit,0
228,144.85,Debit,0
229,163.75,Credit,0
230,139.38,Transfer,0
231,285.33,Credit,0
232,19.78,Credit,0
233,167.26,Credit,0
234,205.87,Debit,0
235,32.93,Debit,0
236,32.64,Online,0
237,289.9,Credit,0
238,5.5,Transfer,0
239,137.47,Transfer,0
240,11.4,Credit,0
241,226.48,Debit,0
242,132.37,Debit,0
243,6.53,Credit,0
244,148.95,Online,0
245,226.31,Credit,0
246,267.75,Credit,0
247,182.54,Debit,0
248,186.54,Credit,0
249,305.92,Debit,0
250,575.39,Credit,0
251,118.43,Transfer,0
252,529.8,Debit,0
253,70.07,Credit,0
254,329.47,Credit,0
255,195.83,Credit,0
256,666.0,Online,1
257,271.89,Transfer,0
258,101.96,Credit,0
259,517.41,Credit,0
260,58.85,Transfer,0
261,18.6,Transfer,0
262,88.85,Debit,0
263,181.41,Online,0
264,281.66,Debit,0
265,127.52,Debit,0
266,793.84,Credit,0
267,12.84,Debit,0
268,2.59,Credit,0
269,187.48,Credit,0
270,43.31,Credit,0
271,324.26,Debit,0
272,92.29,Transfer,0
273,31.93,Credit,0
274,200.82,Debit,0
275,19.75,Debit,0
276,451.11,Credit,0
277,85.11,Debit,0
278,4.66,Debit,0
279,77.05,Credit,0
280,30.06,Debit,0
281,69.68,Debit,0
282,318.3,Transfer,0
283,24.81,Credit,0
284,1033.99,Credit,0
285,637.64,Credit,0
286,683.47,Credit,0
287,205.38,Debit,0
288,275.96,Credit,0
289,419.72,Debit,0
290,590.4,Credit,0
291,104.23,Debit,0
292,17.03,Debit,0
293,48.33,Debit,0
294,275.67,Transfer,0
295,102.65,Credit,0
296,30.21,Credit,0
297,148.39,Debit,0
298,211.34,Credit,0
299,76.47,Credit,0
300,316.55,Credit,0
301,140.37,Transfer,0
302,22.2,Credit,0
303,71.19,Debit,0
304,51.25,Transfer,0
305,447.61,Debit,0
306,35.16,Transfer,0
307,196.99,Debit,0
308,271.83,Transfer,0
309,221.51,Credit,0
310,488.44,Debit,0
311,16.31,Credit,0
312,392.41,Debit,0
313,84.86,Credit,0
314,261.02,Transfer,0
315,420.5,Online,0
316,101.86,Online,0
317,15.13,Debit,0
318,40.96,Transfer,0
319,403.41,Credit,0
320,1241.22,Debit,0
321,0.41,Transfer,0
322,278.97,Credit,0
323,1076.09,Credit,0
324,110.74,Credit,0
325,171.64,Credit,0
326,28.11,Credit,0
327,97.01,Credit,0
328,486.73,Debit,0
329,125.39,Online,0
330,109.37,Debit,0
331,486.47,Online,0
332,579.02,Credit,0
333,673.11,Transfer,0
334,139.75,Credit,0
335,281.87,Debit,0
336,619.91,Credit,0
337,85.46,Transfer,0
338,31.79,Credit,0
339,36.26,Debit,0
340,55.7,Online,0
341,237.5,Debit,0
342,207.82,Online,0
343,13.09,Transfer,0
344,121.28,Debit,0
345,40.8,Credit,0
346,270.25,Credit,0
347,1087.64,Debit,0
348,108.3,Debit,0
349,8.09,Transfer,0
350,73.99,Transfer,0
351,299.18,Credit,0
352,160.49,Credit,0
353,180.32,Credit,0
354,395.38,Credit,0
355,123.61,Online,0
356,94.6,Credit,0
357,36.73,Credit,0
358,36.03,Debit,0
359,136.0,Credit,0
360,71.63,Online,0
361,32.34,Debit,0
362,325.94,Debit,0
363,346.46,Debit,0
364,289.61,Credit,0
365,58.72,Credit,0
366,126.51,Credit,0
367,93.51,Credit,0
368,98.7,Transfer,0
369,48.73,Debit,0
370,57.2,Debit,0
371,512.37,Transfer,1
372,5.4,Credit,0
373,315.08,Transfer,0
374,124.67,Credit,0
375,470.86,Debit,0
376,113.71,Transfer,0
377,90.08,Transfer,0
378,494.23,Debit,0
379,45.29,Debit,0
380,6.01,Credit,0
381,124.32,Credit,0
382,97.6,Credit,0
383,669.81,Debit,0
384,176.55,Credit,0
385,33.48,Credit,0
386,58.07,Debit,0
387,69.09,Credit,0
388,489.56,Credit,0
389,26.42,Transfer,0
390,123.36,Credit,0
391,62.98,Transfer,0
392,39.66,Credit,0
393,277.14,Credit,0
394,454.25,Debit,0
395,31.21,Debit,0
396,20.31,Credit,0
397,221.13,Online,0
398,19.02,Credit,0
399,260.07,Debit,0
400,546.41,Credit,0
401,33.18,Credit,0
402,167.26,Credit,0
403,84.52,Credit,0
404,112.57,Credit,0
405,328.03,Transfer,0
406,20.42,Credit,0
407,653.68,Credit,0
408,356.57,Online,0
409,8.25,Credit,0
410,115.53,Credit,0
411,39.85,Transfer,0
412,325.63,Credit,0
413,73.67,Online,0
414,66.39,Online,0
415,83.27,Credit,0
416,464.29,Credit,0
417,634.09,Debit,0
418,158.01,Credit,0
419,15.23,Credit,0
420,128.73,Debit,0
421,459.11,Credit,0
422,755.63,Credit,0
423,142.04,Debit,0
424,39.79,Online,0
425,103.67,Credit,0
426,257.89,Credit,0
427,155.32,Debit,0
428,157.92,Transfer,0
429,94.5,Credit,0
430,7.36,Debit,0
431,68.3,Credit,0
432,148.6,Debit,0
433,122.78,Credit,0
434,718.3,Transfer,1
435,102.09,Debit,0
436,223.18,Credit,0
437,116.13,Debit,0
438,86.88,Credit,0
439,602.16,Transfer,0
440,60.86,Credit,0
441,863.29,Debit,0
442,102.92,Debit,0
443,0.17,Credit,0
444,52.39,Credit,0
445,488.8,Credit,0
446,301.49,Debit,0
447,310.07,Online,0
448,377.87,Online,0
449,159.83,Credit,0
450,67.15,Debit,0
451,83.17,Debit,0
452,362.84,Credit,0
453,46.52,Debit,0
454,219.88,Transfer,0
455,8.13,Debit,0
456,90.92,Credit,0
457,499.33,Transfer,0
458,629.37,Transfer,0
459,239.74,Credit,0
460,323.57,Debit,0
461,212.21,Transfer,0
462,40.93,Transfer,0
463,223.61,Credit,0
464,122.36,Credit,0
465,261.48,Debit,0
466,1102.08,Debit,0
467,160.55,Debit,0
468,380.31,Transfer,0
469,186.6,Transfer,0
470,625.7,Debit,0
471,31.36,Transfer,0
472,202.61,Debit,0
473,300.28,Debit,0
474,106.08,Debit,0
475,34.69,Debit,0
476,84.24,Debit,0
477,445.49,Credit,0
478,290.28,Transfer,0
479,245.42,Credit,0
480,167.54,Debit,0
481,77.11,Debit,0
482,801.51,Transfer,1
483,31.91,Debit,0
484,602.98,Debit,0
485,164.47,Debit,0
486,271.54,Transfer,0
487,153.9,Debit,0
488,63.85,Debit,0
489,394.39,Credit,0
490,28.56,Online,0
491,385.56,Credit,0
492,15.68,Credit,0
493,1393.74,Credit,0
494,389.45,Credit,0
495,64.55,Debit,0
496,776.6,Credit,0
497,456.92,Credit,0
498,54.91,Transfer,0
499,167.16,Credit,0
500,349.83,Credit,0
501,9.75,Transfer,0
502,59.53,Credit,0
503,101.65,Credit,0
504,141.91,Debit,0
505,49.24,Debit,0
506,349.65,Credit,0
507,400.29,Credit,0
508,8.09,Transfer,0
509,73.42,Debit,0
510,108.84,Credit,0
511,105.07,Credit,0
512,108.93,Transfer,0
513,198.8,Online,0
514,172.67,Debit,0
515,156.16,Credit,0
516,252.78,Credit,0
517,296.6,Credit,0
518,65.51,Transfer,0
519,109.87,Transfer,0
520,49.78,Credit,0
521,202.31,Debit,0
522,230.33,Credit,0
523,206.2,Credit,0
524,52.27,Credit,0
525,178.54,Debit,0
526,41.71,Transfer,0
527,154.31,Credit,0
528,59.31,Debit,0
529,96.59,Debit,0
530,80.79,Debit,0
531,99.56,Credit,0
532,306.96,Credit,0
533,161.0,Debit,0
534,190.76,Credit,0
535,350.82,Debit,0
536,299.8,Debit,0
537,255.1,Debit,0
538,223.33,Debit,0
539,47.62,Credit,0
540,158.71,Online,0
541,226.04,Debit,0
542,89.0,Credit,0
543,193.51,Credit,0
544,343.58,Credit,0
545,57.18,Debit,0
546,42.29,Debit,0
547,32.85,Credit,0
548,168.97,Transfer,0
549,239.79,Transfer,0
550,169.23,Credit,0
551,25.44,Credit,0
552,303.31,Online,0
553,114.93,Transfer,0
554,83.35,Credit,0
555,35.77,Debit,0
556,84.52,Credit,0
557,205.84,Online,0
558,554.54,Credit,0
559,194.34,Credit,0
560,269.0,Credit,0
561,278.94,Credit,0
562,21.97,Transfer,0
563,170.99,Credit,0
564,32.93,Debit,0
565,4.81,Debit,0
566,6.59,Transfer,0
567,70.2,Online,0
568,250.23,Online,0
569,163.15,Debit,0
570,87.96,Transfer,0
571,189.7,Credit,0
572,273.74,Debit,0
573,53.67,Credit,0
574,142.09,Credit,0
575,210.64,Credit,0
576,121.21,Transfer,0
577,387.04,Credit,0
578,586.56,Online,1
579,18.5,Transfer,0
580,159.0,Debit,0
581,20.52,Credit,0
582,79.18,Credit,0
583,90.91,Transfer,0
584,38.4,Debit,0
585,269.16,Debit,0
586,207.66,Debit,0
587,113.06,Online,0
588,26.08,Debit,0
589,12.41,Transfer,0
590,172.2,Debit,0
591,393.06,Transfer,0
592,270.88,Credit,0
593,153.79,Credit,0
594,6.07,Debit,0
595,115.04,Credit,0
596,444.54,Credit,0
597,50.56,Transfer,0
598,236.92,Transfer,0
599,40.6,Transfer,0
600,77.02,Debit,0
601,4.43,Credit,0
602,158.55,Credit,0
603,466.86,Credit,0
604,35.12,Credit,0
605,75.73,Transfer,0
606,566.09,Credit,0
607,6.07,Credit,0
608,116.13,Online,0
609,154.75,Credit,0
610,138.62,Credit,0
611,223.0,Transfer,0
612,46.49,Transfer,0
613,63.26,Debit,0
614,38.73,Debit,0
615,167.52,Credit,0
616,40.23,Credit,0
617,37.3,Credit,0
618,182.86,Transfer,0
619,76.88,Debit,0
620,141.44,Transfer,0
621,70.81,Debit,0
622,458.04,Credit,0
623,159.32,Debit,0
624,63.76,Credit,0
625,197.18,Credit,0
626,328.76,Transfer,0
627,70.08,Credit,0
628,312.58,Credit,0
629,82.25,Credit,0
630,229.3,Transfer,0
631,282.89,Online,0
632,15.14,Transfer,0
633,262.64,Credit,0
634,203.04,Credit,0
635,229.92,Debit,0
636,291.02,Debit,0
637,42.74,Credit,0
638,110.56,Online,0
639,184.1,Credit,0
640,3.02,Debit,0
641,17.85,Online,0
642,211.24,Credit,0
643,53.89,Credit,0
644,199.69,Credit,0
645,511.14,Transfer,1
646,320.65,Transfer,0
647,24.03,Online,0
648,186.49,Online,0
649,108.31,Credit,0
650,5.17,Credit,0
651,739.05,Transfer,0
652,270.77,Credit,0
653,128.58,Transfer,0
654,351.42,Debit,0
655,131.34,Debit,0
656,25.67,Transfer,0
657,107.54,Debit,0
658,90.96,Transfer,0
659,37.48,Transfer,0
660,24.66,Credit,0
661,74.8,Online,0
662,39.58,Debit,0
663,169.39,Debit,0
664,55.08,Transfer,0
665,43.05,Debit,0
666,215.86,Credit,0
667,62.39,Debit,0
668,201.15,Transfer,0
669,287.54,Credit,0
670,56.6,Credit,0
671,28.65,Credit,0
672,116.34,Debit,0
673,163.89,Credit,0
674,237.72,Credit,0
675,213.2,Credit,0
676,312.5,Online,0
677,29.01,Credit,0
678,49.37,Credit,0
679,178.77,Credit,0
680,131.92,Debit,0
681,378.62,Online,0
682,128.39,Online,0
683,237.53,Transfer,0
684,153.56,Debit,0
685,16.91,Debit,0
686,46.07,Debit,0
687,363.51,Credit,0
688,92.46,Credit,0
689,67.23,Debit,0
690,281.25,Credit,0
691,101.3,Credit,0
692,52.53,Debit,0
693,213.6,Credit,0
694,190.35,Debit,0
695,304.78,Debit,0
696,463.12,Credit,0
697,40.17,Credit,0
698,138.95,Credit,0
699,41.38,Debit,0
700,378.29,Credit,0
701,21.47,Debit,0
702,72.13,Transfer,0
703,150.85,Online,0
704,296.67,Credit,0
705,455.61,Transfer,0
706,65.61,Debit,0
707,97.19,Credit,0
708,292.94,Debit,0
709,194.16,Debit,0
710,421.83,Credit,0
711,10.08,Credit,0
712,57.15,Debit,0
713,152.67,Credit,0
714,95.5,Debit,0
715,209.27,Credit,0
716,195.14,Debit,0
717,875.76,Credit,0
718,44.27,Credit,0
719,152.42,Online,0
720,534.94,Credit,0
721,103.11,Transfer,0
722,78.63,Debit,0
723,220.29,Credit,0
724,454.4,Debit,0
725,79.73,Transfer,0
726,11.96,Credit,0
727,0.46,Transfer,0
728,77.75,Credit,0
729,51.99,Transfer,0
730,455.36,Credit,0
731,43.91,Credit,0
732,17.43,Debit,0
733,131.65,Transfer,0
734,246.86,Transfer,0
735,321.11,Debit,0
736,509.3,Transfer,1
737,292.44,Debit,0
738,20.53,Credit,0
739,105.51,Credit,0
740,80.27,Credit,0
741,240.18,Credit,0
742,53.0,Transfer,0
743,304.16,Debit,0
744,612.52,Transfer,1
745,111.15,Online,0
746,296.25,Credit,0
747,39.38,Credit,0
748,189.1,Credit,0
749,102.31,Transfer,0
750,208.28,Online,0
751,251.92,Credit,0
752,111.93,Credit,0
753,68.5,Online,0
754,73.07,Credit,0
755,18.34,Debit,0
756,23.43,Debit,0
757,377.61,Debit,0
758,397.11,Transfer,0
759,29.8,Transfer,0
760,188.81,Transfer,0
761,206.2,Credit,0
762,5.84,Credit,0
763,32.97,Online,0
764,210.65,Transfer,0
765,0.25,Transfer,0
766,516.21,Transfer,0
767,50.31,Debit,0
768,257.22,Credit,0
769,71.54,Transfer,0
770,163.89,Debit,0
771,90.27,Online,0
772,199.28,Credit,0
773,159.61,Credit,0
774,119.03,Transfer,0
775,12.43,Credit,0
776,16.26,Transfer,0
777,81.59,Transfer,0
778,41.29,Debit,0
779,161.41,Credit,0
780,11.78,Transfer,0
781,283.09,Transfer,0
782,7.76,Credit,0
783,67.7,Transfer,0
784,402.16,Debit,0
785,179.91,Debit,0
786,312.66,Transfer,0
787,718.59,Credit,0
788,486.83,Credit,0
789,107.55,Debit,0
790,70.24,Debit,0
791,85.44,Credit,0
792,362.11,Credit,0
793,60.19,Credit,0
794,234.9,Credit,0
795,303.21,Credit,0
796,82.71,Debit,0
797,142.75,Debit,0
798,225.82,Online,0
799,336.31,Credit,0
800,238.42,Credit,0
801,56.89,Credit,0
802,50.27,Debit,0
803,240.04,Debit,0
804,36.77,Transfer,0
805,29.28,Debit,0
806,26.7,Debit,0
807,271.94,Transfer,0
808,182.05,Online,0
809,189.43,Credit,0
810,116.69,Transfer,0
811,172.8,Credit,0
812,368.78,Debit,0
813,189.19,Credit,0
814,477.12,Credit,0
815,74.32,Debit,0
816,256.95,Transfer,0
817,43.0,Credit,0
818,432.05,Transfer,0
819,81.95,Credit,0
820,413.65,Credit,0
821,55.72,Online,0
822,351.29,Debit,0
823,2.22,Debit,0
824,36.17,Debit,0
825,133.42,Debit,0
826,214.75,Credit,0
827,105.71,Debit,0
828,388.37,Transfer,0
829,238.73,Credit,0
830,61.82,Credit,0
831,573.87,Debit,0
832,156.95,Transfer,0
833,11.98,Transfer,0
834,129.65,Debit,0
835,90.84,Credit,0
836,1.56,Credit,0
837,55.58,Credit,0
838,193.33,Credit,0
839,177.34,Credit,0
840,81.91,Debit,0
841,39.87,Transfer,0
842,111.94,Credit,0
843,29.16,Credit,0
844,413.69,Credit,0
845,261.78,Transfer,0
846,201.07,Online,0
847,22.13,Credit,0
848,92.52,Transfer,0
849,94.53,Debit,0
850,146.0,Debit,0
851,252.51,Debit,0
852,94.36,Transfer,0
853,26.24,Online,0
854,90.37,Credit,0
855,47.97,Credit,0
856,177.97,Debit,0
857,405.45,Credit,0
858,220.14,Debit,0
859,113.55,Debit,0
860,150.99,Debit,0
861,318.14,Transfer,0
862,521.94,Credit,0
863,473.06,Credit,0
864,124.26,Debit,0
865,754.72,Transfer,0
866,24.23,Online,0
867,24.47,Credit,0
868,15.34,Debit,0
869,441.7,Transfer,0
870,20.82,Debit,0
871,104.29,Online,0
872,19.46,Transfer,0
873,10.15,Credit,0
874,204.23,Debit,0
875,54.91,Debit,0
876,433.35,Credit,0
877,294.67,Credit,0
878,160.56,Debit,0
879,638.05,Online,1
880,223.62,Transfer,0
881,116.94,Credit,0
882,6.82,Transfer,0
883,276.37,Credit,0
884,13.89,Transfer,0
885,245.43,Online,0
886,333.26,Debit,0
887,290.32,Transfer,0
888,384.5,Debit,0
889,317.17,Debit,0
890,64.54,Debit,0
891,262.54,Credit,0
892,72.99,Credit,0
893,168.64,Credit,0
894,46.89,Debit,0
895,558.69,Online,1
896,100.1,Credit,0
897,711.69,Credit,0
898,209.18,Credit,0
899,229.47,Transfer,0
900,386.0,Credit,0
901,593.86,Credit,0
902,339.62,Credit,0
903,112.36,Debit,0
904,200.56,Credit,0
905,64.33,Credit,0
906,631.8,Credit,0
907,521.57,Transfer,1
908,279.15,Credit,0
909,436.53,Debit,0
910,332.89,Credit,0
911,718.53,Online,1
912,291.26,Transfer,0
913,385.63,Debit,0
914,47.16,Online,0
915,10.7,Credit,0
916,10.24,Credit,0
917,453.94,Credit,0
918,713.72,Debit,0
919,372.04,Online,0
920,84.64,Credit,0
921,471.72,Debit,0
922,282.13,Debit,0
923,652.13,Debit,0
924,132.13,Debit,0
925,734.83,Credit,0
926,88.3,Debit,0
927,71.21,Debit,0
928,75.34,Credit,0
929,231.17,Online,0
930,184.72,Online,0
931,473.04,Credit,0
932,22.58,Online,0
933,30.89,Transfer,0
934,150.72,Transfer,0
935,275.55,Debit,0
936,29.59,Debit,0
937,495.49,Debit,0
938,1028.21,Credit,0
939,4.34,Online,0
940,142.23,Transfer,0
941,2.64,Credit,0
942,316.58,Online,0
943,349.62,Debit,0
944,503.0,Transfer,1
945,98.83,Transfer,0
946,175.3,Credit,0
947,365.49,Credit,0
948,96.51,Debit,0
949,42.0,Debit,0
950,323.54,Credit,0
951,121.02,Debit,0
952,10.98,Credit,0
953,174.62,Transfer,0
954,497.18,Online,0
955,33.45,Credit,0
956,158.61,Credit,0
957,263.1,Credit,0
958,343.09,Credit,0
959,106.22,Online,0
960,63.97,Credit,0
961,39.15,Transfer,0
962,266.84,Credit,0
963,27.81,Debit,0
964,775.09,Credit,0
965,19.83,Credit,0
966,72.18,Debit,0
967,3.95,Credit,0
968,87.24,Credit,0
969,297.03,Online,0
970,473.43,Debit,0
971,161.72,Credit,0
972,374.99,Credit,0
973,84.14,Credit,0
974,199.5,Online,0
975,72.75,Online,0
976,26.93,Credit,0
977,52.95,Debit,0
978,102.7,Transfer,0
979,135.93,Online,0
980,247.64,Credit,0
981,6.85,Debit,0
982,27.23,Debit,0
983,100.73,Online,0
984,154.96,Credit,0
985,65.81,Credit,0
986,155.93,Debit,0
987,8.73,Credit,0
988,31.67,Debit,0
989,145.28,Transfer,0
990,80.51,Debit,0
991,81.06,Credit,0
992,97.16,Credit,0
993,252.49,Debit,0
994,154.64,Credit,0
995,332.19,Debit,0
996,24.68,Credit,0
997,90.3,Credit,0
998,459.45,Online,0
999,667.2,Credit,0
1000,322.1,Transfer,0
